name,full_name,URL,desc.,total_commits,last_commit,commits_2024,stars,fork,forks,lang,size,score,template,archived,disabled,contributors_url,collaborators_url,collaborators,search_term
A.RobotAI-Robot-Simulator-Portal,Open-Edge-Robotics/A.RobotAI-Robot-Simulator-Portal,https://github.com/Open-Edge-Robotics/A.RobotAI-Robot-Simulator-Portal,Innogrid Robot Simulator Portal,514,2025-10-22T01:20:02Z,421,12,False,3,TypeScript,3181,1.0,False,False,False,https://api.github.com/repos/Open-Edge-Robotics/A.RobotAI-Robot-Simulator-Portal/contributors,https://api.github.com/repos/Open-Edge-Robotics/A.RobotAI-Robot-Simulator-Portal/collaborators{/collaborator},4,edge ai
chat.bull.africa,dreemrworld/chat.bull.africa,https://github.com/dreemrworld/chat.bull.africa,"Cutting-edge AI chatbot built with Next.js 15 & AI SDK 5. Deploy globally on Cloudflare Workers in seconds. Free, open-source, and powering the AI revolution in Africa! 🐂 ",42,2025-11-07T14:44:35Z,0,12,False,3,TypeScript,2199,1.0,True,False,False,https://api.github.com/repos/dreemrworld/chat.bull.africa/contributors,https://api.github.com/repos/dreemrworld/chat.bull.africa/collaborators{/collaborator},1,edge ai
HelpBot,Ashfinn/HelpBot,https://github.com/Ashfinn/HelpBot,HelpBot is a cutting-edge AI customer support chatbot built using Next.js and Material-UI (MUI). HelpBot provides a user-friendly and engaging experience for customers seeking assistance.,53,2025-06-19T09:39:15Z,48,12,False,4,JavaScript,6871,1.0,False,False,False,https://api.github.com/repos/Ashfinn/HelpBot/contributors,https://api.github.com/repos/Ashfinn/HelpBot/collaborators{/collaborator},5,edge ai
onesdk,volcengine/onesdk,https://github.com/volcengine/onesdk,"OneSDK: A unified AI access SDK for edge devices, providing LLM capabilities (text/voice chat, image generation) and IoT device management with MQTT support, compatible with ESP32, Linux, macOS, and Windows platforms.",42,2025-10-17T09:38:38Z,0,12,False,4,C,1523,1.0,False,False,False,https://api.github.com/repos/volcengine/onesdk/contributors,https://api.github.com/repos/volcengine/onesdk/collaborators{/collaborator},3,edge ai
cypherflow_ai,cypherflow/cypherflow_ai,https://github.com/cypherflow/cypherflow_ai,"CypherFlow.ai is a cutting-edge Open Source platform providing private, AI conversations powered by Bitcoin micropayments. Experience uncensored AI access with true data ownership and financial autonomy.",28,2025-08-11T16:59:44Z,0,12,False,1,Svelte,1363,1.0,False,False,False,https://api.github.com/repos/cypherflow/cypherflow_ai/contributors,https://api.github.com/repos/cypherflow/cypherflow_ai/collaborators{/collaborator},1,edge ai
Aylechat,Vinitj088/Aylechat,https://github.com/Vinitj088/Aylechat,Ayle Chat is a custom-built AI chat application leveraging the power of Groq and Exa Search for unparalleled speed and providing immediate access to cutting-edge Large Language Models (LLMs).  ,310,2025-10-25T22:38:53Z,0,12,False,3,TypeScript,4308,1.0,False,False,False,https://api.github.com/repos/Vinitj088/Aylechat/contributors,https://api.github.com/repos/Vinitj088/Aylechat/collaborators{/collaborator},3,edge ai
Jupiter,ysyisyourbrother/Jupiter,https://github.com/ysyisyourbrother/Jupiter,"Jupiter is a fast, scalable, and resource-efficient collaborative edge-AI system for generative LLM inference.",1,2025-11-07T08:46:36Z,0,12,False,0,Python,2320,1.0,False,False,False,https://api.github.com/repos/ysyisyourbrother/Jupiter/contributors,https://api.github.com/repos/ysyisyourbrother/Jupiter/collaborators{/collaborator},1,edge ai
Laptop-Sales,MainakVerse/Laptop-Sales,https://github.com/MainakVerse/Laptop-Sales,Laptech AI is a cutting-edge tool that leverages machine learning to predict laptop prices based on specifications. Our AI assistant also provides expert advice to help you make informed purchasing decisions in the ever-evolving tech market.,22,2025-05-13T17:25:33Z,0,12,False,0,Jupyter Notebook,3140,1.0,False,False,False,https://api.github.com/repos/MainakVerse/Laptop-Sales/contributors,https://api.github.com/repos/MainakVerse/Laptop-Sales/collaborators{/collaborator},1,edge ai
JarvisAssistant,akifgrape/JarvisAssistant,https://github.com/akifgrape/JarvisAssistant,"JARVIS is a cutting-edge voice assistant that combines the power of multiple AI models with advanced web technologies. Built for modern browsers, it offers an intuitive voice-controlled interface with professional-grade features including real-time markdown rendering, multi-language support, and responsive design.",19,2025-11-14T13:31:28Z,0,12,False,1,JavaScript,82,1.0,False,False,False,https://api.github.com/repos/akifgrape/JarvisAssistant/contributors,https://api.github.com/repos/akifgrape/JarvisAssistant/collaborators{/collaborator},1,edge ai
edge-api,bincooo/edge-api,https://github.com/bincooo/edge-api,网页newbing ai转api调用库，优化对话模式,100,2025-02-11T07:42:40Z,54,11,False,3,Go,155,1.0,False,False,False,https://api.github.com/repos/bincooo/edge-api/contributors,https://api.github.com/repos/bincooo/edge-api/collaborators{/collaborator},1,edge ai
SenseCraft-AI_Server,Seeed-Studio/SenseCraft-AI_Server,https://github.com/Seeed-Studio/SenseCraft-AI_Server,Run AI Task on your Edge Device.,9,2025-11-07T08:30:56Z,1,11,False,3,Python,27595,1.0,False,False,False,https://api.github.com/repos/Seeed-Studio/SenseCraft-AI_Server/contributors,https://api.github.com/repos/Seeed-Studio/SenseCraft-AI_Server/collaborators{/collaborator},3,edge ai
edgex,sirkel-testnet/edgex,https://github.com/sirkel-testnet/edgex,edge ai auto reff,1,2025-04-20T05:54:47Z,0,11,False,0,Python,256,1.0,False,False,False,https://api.github.com/repos/sirkel-testnet/edgex/contributors,https://api.github.com/repos/sirkel-testnet/edgex/collaborators{/collaborator},0,edge ai
A.RobotAI-Robot-Simulator-Core,Open-Edge-Robotics/A.RobotAI-Robot-Simulator-Core,https://github.com/Open-Edge-Robotics/A.RobotAI-Robot-Simulator-Core,Innogrid Robot Simulator Core,628,2025-10-22T01:08:47Z,479,11,False,2,Python,889,1.0,False,False,False,https://api.github.com/repos/Open-Edge-Robotics/A.RobotAI-Robot-Simulator-Core/contributors,https://api.github.com/repos/Open-Edge-Robotics/A.RobotAI-Robot-Simulator-Core/collaborators{/collaborator},4,edge ai
edge-impulse-runner-rs,edgeimpulse/edge-impulse-runner-rs,https://github.com/edgeimpulse/edge-impulse-runner-rs,A Rust library for running Edge Impulse Linux models,129,2025-11-14T13:36:10Z,0,11,False,1,Rust,390,1.0,False,False,False,https://api.github.com/repos/edgeimpulse/edge-impulse-runner-rs/contributors,https://api.github.com/repos/edgeimpulse/edge-impulse-runner-rs/collaborators{/collaborator},3,edge ai
Ecommerce-AI-agent,ai-28/Ecommerce-AI-agent,https://github.com/ai-28/Ecommerce-AI-agent,"Welcome to E-Commerce System – a cutting-edge, full-featured online shopping solution built for seamless user experiences, efficient management, and powerful AI capabilities. This project integrates modern technologies and tools like MongoDB, Redis, Stripe, and OpenAI to offer an optimized, high-performance e-commerce platform.",11,2025-10-23T07:14:11Z,0,11,False,0,JavaScript,21492,1.0,False,False,False,https://api.github.com/repos/ai-28/Ecommerce-AI-agent/contributors,https://api.github.com/repos/ai-28/Ecommerce-AI-agent/collaborators{/collaborator},1,edge ai
QuickEdit,Shivam-Sharma-1/QuickEdit,https://github.com/Shivam-Sharma-1/QuickEdit,"QuickEdit is an AI-powered online image and video editor built using the Cloudinary AI API. It offers robust features for both images and videos, with user-friendly authentication and a tiered credit system. Enhance your media editing experience with cutting-edge AI tools!",353,2025-01-21T04:15:13Z,345,11,False,1,TypeScript,753,1.0,False,False,False,https://api.github.com/repos/Shivam-Sharma-1/QuickEdit/contributors,https://api.github.com/repos/Shivam-Sharma-1/QuickEdit/collaborators{/collaborator},1,edge ai
deepsense,DPSN-org/deepsense,https://github.com/DPSN-org/deepsense,"An agentic LLM orchestration framework built on DPSN  giving your AI agents a real-time edge. DPSN enables agents to access, stream, and act on live or most recent data for answering user queries, executing tasks, or chaining actions with awareness of up-to-date context.",21,2025-08-27T20:02:29Z,0,11,False,2,Python,185,1.0,False,False,False,https://api.github.com/repos/DPSN-org/deepsense/contributors,https://api.github.com/repos/DPSN-org/deepsense/collaborators{/collaborator},1,edge ai
blog2buzz,adarshswaminath/blog2buzz,https://github.com/adarshswaminath/blog2buzz,"✨ Blog2Buzz is a cutting-edge web application designed to empower developers, students, security specialists, and anyone in the tech industry to stay informed about the latest market trends and technologies. It seamlessly integrates web scraping and AI assistance to deliver an exceptional experience ✨",89,2025-09-16T05:13:55Z,78,11,False,1,JavaScript,1847,1.0,False,False,False,https://api.github.com/repos/adarshswaminath/blog2buzz/contributors,https://api.github.com/repos/adarshswaminath/blog2buzz/collaborators{/collaborator},3,edge ai
From-Chaos-to-Clarity-Denoising-Images-with-UNet-and-GANs,MahanVeisi8/From-Chaos-to-Clarity-Denoising-Images-with-UNet-and-GANs,https://github.com/MahanVeisi8/From-Chaos-to-Clarity-Denoising-Images-with-UNet-and-GANs,"✨ Dive into image denoising magic! This project uses Attention U-Net and PatchGAN to tackle noise types like low Gaussian and salt-and-pepper noise. Perfect for computer vision, deep learning, and generative modeling enthusiasts. Restore clarity to noisy images with cutting-edge AI! 🚀🎨",25,2025-01-23T10:25:10Z,0,11,False,0,Jupyter Notebook,3774,1.0,False,False,False,https://api.github.com/repos/MahanVeisi8/From-Chaos-to-Clarity-Denoising-Images-with-UNet-and-GANs/contributors,https://api.github.com/repos/MahanVeisi8/From-Chaos-to-Clarity-Denoising-Images-with-UNet-and-GANs/collaborators{/collaborator},1,edge ai
